term,tone
непонятный_ADJF,negative
флэшка_NOUN,negative
сотовый_ADJF,negative
самопроизвольно_ADVB,negative
салон_NOUN,negative
муж_NOUN,negative
толщина_NOUN,neutral
энергосбережение_NOUN,negative
образ_NOUN,negative
воздух_NOUN,negative
умный_ADJF,positive
дневный_ADJF,negative
голова_NOUN,negative
неудобство_NOUN,negative
продукция_NOUN,negative
захотеть_INFN,negative
ноут_NOUN,negative
разработчик_NOUN,negative
малый_NOUN,negative
неприятно_ADVB,negative
прошлое_NOUN,negative
перепрошить_INFN,negative
возникнуть_INFN,negative
заказать_INFN,negative
шнур_NOUN,negative
подвести_INFN,neutral
зимой_ADVB,negative
интенсивный_ADJF,positive
определённый_ADJF,negative
ставиться_INFN,negative
обеспечение_NOUN,negative
панелька_NOUN,negative
автоматически_ADVB,negative
ломаться_INFN,neutral
ответ_NOUN,negative
предлагать_INFN,negative
смска_NOUN,negative
дозвониться_INFN,negative
наоборот_ADVB,negative
освещённость_NOUN,negative
выделить_INFN,negative
аудио_NOUN,negative
кнопочка_NOUN,negative
аппаратный_ADJF,negative
запас_NOUN,negative
нынешний_ADJF,negative
уйти_INFN,negative
системный_ADJF,negative
пульт_NOUN,negative
акселерометр_NOUN,negative
аккуратный_ADJF,positive
солнечный_ADJF,positive
обойтись_INFN,negative
достаточный_ADJF,negative
металл_NOUN,negative
отвечать_INFN,negative
послушать_INFN,negative
бубен_NOUN,negative
чувствоваться_INFN,negative
верить_INFN,positive
защита_NOUN,negative
сдохнуть_INFN,negative
оптимизация_NOUN,positive
чувствовать_INFN,negative
подключать_INFN,negative
потеря_NOUN,negative
тыкать_INFN,negative
просить_INFN,negative
занимать_INFN,negative
набрать_INFN,negative
розетка_NOUN,negative
отклик_NOUN,positive
принять_INFN,negative
чёткость_NOUN,negative
внешне_ADVB,negative
журнал_NOUN,negative
пропасть_INFN,negative
частенько_ADVB,negative
ютуба_NOUN,negative
выключать_INFN,negative
синий_ADJF,negative
превосходный_ADJF,positive
отправить_INFN,negative
придумать_INFN,negative
ответить_INFN,negative
объём_NOUN,negative
автономный_ADJF,negative
москва_NOUN,negative
придирка_NOUN,negative
неприятный_ADJF,negative
вокруг_ADVB,negative
счастие_NOUN,negative
доступно_ADVB,negative
оптимизировать_INFN,positive
энергия_NOUN,negative
механический_ADJF,negative
остановиться_INFN,negative
нижний_ADJF,negative
портить_INFN,negative
закрыть_INFN,negative
сбоку_ADVB,negative
фотик_NOUN,negative
кола_NOUN,negative
специальный_ADJF,negative
значок_NOUN,negative
вырубаться_INFN,negative
закачать_INFN,negative
громко_ADVB,negative
вниз_ADVB,negative
общение_NOUN,negative
технический_ADJF,negative
продавать_INFN,negative
меняться_INFN,negative
ося_NOUN,negative
бада_NOUN,negative
линейка_NOUN,negative
пачкаться_INFN,negative
вибрация_NOUN,negative
создавать_INFN,negative
крепление_NOUN,negative
предел_NOUN,negative
убить_INFN,negative
перезагрузиться_INFN,negative
служба_NOUN,negative
включиться_INFN,negative
сбой_NOUN,neutral
соответствовать_INFN,negative
похвала_NOUN,positive
плавный_ADJF,negative
ростест_NOUN,negative
поцарапать_INFN,negative
английский_ADJF,negative
чувствительность_NOUN,neutral
кирпич_NOUN,negative
переключение_NOUN,negative
зрение_NOUN,negative
запускаться_INFN,negative
соответственно_ADVB,negative
скользить_INFN,negative
плата_NOUN,negative
окантовка_NOUN,negative
умолчание_NOUN,negative
ближний_NOUN,negative
ум_NOUN,negative
бред_NOUN,negative
повседневный_ADJF,negative
правильно_ADVB,negative
обои_NOUN,negative
сечь_INFN,negative
забывать_INFN,negative
изменение_NOUN,negative
приближение_NOUN,negative
глобальный_ADJF,negative
сумма_NOUN,negative
невозможность_NOUN,negative
холод_NOUN,neutral
создать_INFN,negative
помнить_INFN,negative
нарадоваться_INFN,positive
окно_NOUN,negative
сесть_INFN,negative
попадать_INFN,negative
сила_NOUN,negative
проходить_INFN,negative
сзади_ADVB,negative
быстрота_NOUN,negative
недостаточно_ADVB,negative
учёт_NOUN,negative
коммуникатор_NOUN,negative
прошить_INFN,negative
нереально_ADVB,negative
запускать_INFN,negative
календарь_NOUN,negative
мгновенно_ADVB,negative
живучий_ADJF,positive
ноутбук_NOUN,negative
увеличить_INFN,negative
выдержать_INFN,negative
настоящий_ADJF,negative
хлам_NOUN,negative
говориться_INFN,negative
висеть_INFN,negative
понт_NOUN,negative
прямая_NOUN,negative
матрица_NOUN,negative
заметка_NOUN,negative
успеть_INFN,negative
устанавливаться_INFN,negative
неубивать_INFN,negative
стиль_NOUN,negative
марка_NOUN,negative
проработать_INFN,negative
моментально_ADVB,negative
связать_INFN,negative
пыль_NOUN,neutral
история_NOUN,negative
конкретно_ADVB,negative
евротест_NOUN,negative
крупный_ADJF,negative
лёгкое_NOUN,negative
амолёд_NOUN,negative
диск_NOUN,negative
заблокировать_INFN,negative
матовый_ADJF,negative
классно_ADVB,negative
реализовать_INFN,negative
самостоятельно_ADVB,negative
надолго_ADVB,negative
богатый_ADJF,positive
ключ_NOUN,negative
интересно_ADVB,negative
покупаться_INFN,negative
красочный_ADJF,positive
отстой_NOUN,negative
аккуратно_ADVB,negative
стоковый_ADJF,negative
ладонь_NOUN,negative
шрифт_NOUN,negative
теряться_INFN,negative
возможный_ADJF,negative
иной_ADJF,negative
собственный_ADJF,negative
странный_ADJF,neutral
удача_NOUN,positive
рассматривать_INFN,negative
бог_NOUN,negative
офис_NOUN,negative
ранее_ADVB,negative
способ_NOUN,negative
декабрь_NOUN,negative
согласиться_INFN,negative
навитело_NOUN,negative
колонка_NOUN,negative
провод_NOUN,negative
длинный_ADJF,negative
сегмент_NOUN,negative
кино_NOUN,negative
кадр_NOUN,negative
обратить_INFN,negative
многофункциональный_ADJF,negative
прилично_ADVB,negative
изменить_INFN,neutral
таковой_ADJF,negative
отображаться_INFN,negative
сказка_NOUN,positive
фанат_NOUN,negative
наблюдаться_INFN,negative
гэлаксить_INFN,negative
закрывать_INFN,negative
старт_NOUN,negative
производительный_ADJF,positive
внизу_ADVB,negative
наворот_NOUN,negative
бас_NOUN,negative
случиться_INFN,negative
автоматический_ADJF,negative
тупо_ADVB,negative
отваливаться_INFN,negative
исполнение_NOUN,negative
диапазон_NOUN,negative
таскать_INFN,negative
наклеить_INFN,negative
требоваться_INFN,negative
тяжело_ADVB,negative
простота_NOUN,positive
казаться_INFN,negative
лицо_NOUN,negative
рождение_NOUN,negative
подождать_INFN,negative
поскрипывать_INFN,negative
вконтакте_NOUN,negative
новинка_NOUN,negative
балл_NOUN,negative
перчатка_NOUN,negative
слышимость_NOUN,negative
разбиться_INFN,negative
полоска_NOUN,negative
трек_NOUN,negative
заработать_INFN,negative
оказываться_INFN,negative
прочность_NOUN,negative
главное_ADJF,negative
меньший_ADJF,negative
вытаскивать_INFN,negative
нерв_NOUN,negative
разрядка_NOUN,positive
пришлый_ADJF,negative
планировать_INFN,negative
хлипкий_ADJF,negative
вынимать_INFN,negative
заново_ADVB,negative
словарь_NOUN,negative
грузиться_INFN,negative
прежний_ADJF,negative
реакция_NOUN,negative
вовсе_ADVB,negative
ом_NOUN,negative
зря_ADVB,negative
температура_NOUN,negative
ход_NOUN,negative
обращаться_INFN,negative
будущее_NOUN,negative
клеить_INFN,negative
подвисания_NOUN,negative
кнопочный_ADJF,negative
разрядить_INFN,negative
диктофон_NOUN,negative
прослужить_INFN,negative
популярный_ADJF,positive
столь_ADVB,negative
полоса_NOUN,negative
выскальзывать_INFN,negative
гигабайт_NOUN,negative
отходить_INFN,negative
ролик_NOUN,negative
настраиваться_INFN,negative
ти_NOUN,negative
сто_NOUN,negative
болтаться_INFN,negative
обещать_INFN,negative
имя_NOUN,negative
переходник_NOUN,negative
лёгкость_NOUN,negative
поездка_NOUN,negative
выпустить_INFN,negative
лазить_INFN,negative
мусор_NOUN,negative
серия_NOUN,negative
единый_ADJF,negative
диспетчер_NOUN,negative
лезть_INFN,neutral
однажды_ADVB,negative
занятый_ADJF,negative
услышать_INFN,negative
обращать_INFN,negative
устойчивый_ADJF,positive
тормозной_ADJF,negative
танец_NOUN,negative
счастливый_ADJF,positive
тачвиза_NOUN,negative
аналогичный_ADJF,negative
измениться_INFN,negative
тупой_ADJF,neutral
цветок_NOUN,negative
пережить_INFN,negative
красный_ADJF,negative
соединение_NOUN,negative
клиент_NOUN,negative
критичный_ADJF,negative
сложный_ADJF,neutral
достаться_INFN,negative
произойти_INFN,negative
стен_NOUN,negative
предложить_INFN,negative
ощущаться_INFN,negative
закрытый_ADJF,negative
корректно_ADVB,negative
вирус_NOUN,negative
умеренный_ADJF,negative
близкий_ADJF,negative
вручную_ADVB,negative
поколение_NOUN,negative
выкинуть_INFN,negative
блютус_NOUN,negative
код_NOUN,negative
мысль_NOUN,negative
вера_NOUN,positive
просматривать_INFN,negative
исключение_NOUN,negative
отказываться_INFN,negative
свободно_ADVB,negative
экономить_INFN,negative
служить_INFN,negative
производство_NOUN,negative
дико_ADVB,negative
старенький_ADJF,neutral
вечером_ADVB,negative
дёшево_ADVB,negative
дефект_NOUN,negative
устаревший_ADJF,negative
гарантийный_ADJF,negative
очередной_ADJF,negative
мощь_NOUN,positive
пятёрка_NOUN,negative
яблочный_ADJF,negative
шторка_NOUN,negative
медиатор_NOUN,negative
наблюдать_INFN,negative
одинаковый_ADJF,negative
вставка_NOUN,negative
записной_ADJF,negative
впервые_ADVB,negative
сумка_NOUN,negative
стираться_INFN,negative
удар_NOUN,negative
записывать_INFN,negative
закрываться_INFN,negative
кафель_NOUN,negative
сомнение_NOUN,negative
капля_NOUN,negative
сочетание_NOUN,negative
исчезнуть_INFN,negative
жёсткий_ADJF,negative
подделка_NOUN,negative
пользовать_INFN,negative
слон_NOUN,negative
песнь_NOUN,negative
местоположение_NOUN,negative
ооочень_ADVB,negative
ерунда_NOUN,negative
мор_NOUN,negative
женский_ADJF,negative
прошивать_INFN,negative
отправлять_INFN,negative
длительный_ADJF,negative
вчера_ADVB,negative
стабильность_NOUN,positive
доработать_INFN,negative
требование_NOUN,negative
партия_NOUN,negative
привлекательный_ADJF,positive
следовать_INFN,negative
расстроить_INFN,negative
экспертиза_NOUN,negative
драйвер_NOUN,negative
тратить_INFN,negative
переплачивать_INFN,negative
клавиша_NOUN,negative
приёмник_NOUN,negative
мтс_NOUN,negative
записать_INFN,negative
фокус_NOUN,positive
ладный_ADJF,negative
загружаться_INFN,negative
надпись_NOUN,negative
стандарт_NOUN,negative
посоветовать_INFN,negative
жать_INFN,negative
оформление_NOUN,negative
незначительный_ADJF,negative
двойной_ADJF,negative
вставлять_INFN,negative
малое_NOUN,negative
мучиться_INFN,negative
мягкий_ADJF,positive
снятие_NOUN,negative
польза_NOUN,positive
подержать_INFN,negative
минимальный_ADJF,negative
верный_ADJF,positive
обладатель_NOUN,negative
молчать_INFN,negative
экономия_NOUN,negative
зарядник_NOUN,negative
огрызок_NOUN,negative
добавлять_INFN,negative
продвинуть_INFN,negative
суть_VERB,negative
слабенький_ADJF,neutral
существенно_ADVB,negative
скорый_ADJF,negative
достойно_ADVB,negative
огорчить_INFN,negative
расширить_INFN,negative
кушать_INFN,negative
повреждение_NOUN,negative
забиваться_INFN,negative
попользоваться_INFN,negative
бомба_NOUN,negative
входить_INFN,negative
домашний_ADJF,negative
офигенный_ADJF,negative
привычка_NOUN,negative
пробка_NOUN,neutral
определять_INFN,negative
спасти_INFN,negative
передавать_INFN,negative
летом_ADVB,negative
постараться_INFN,negative
меломан_NOUN,negative
добрый_ADJF,positive
умирать_INFN,negative
лагать_NOUN,negative
цифра_NOUN,negative
резистивный_ADJF,negative
заменять_INFN,negative
эмоция_NOUN,negative
печатать_INFN,negative
ресурс_NOUN,negative
показатель_NOUN,negative
возврат_NOUN,negative
утром_ADVB,negative
сдавать_INFN,negative
третье_NOUN,negative
входящая_NOUN,negative
питание_NOUN,negative
заказывать_INFN,negative
хрустеть_INFN,negative
выклый_ADJF,negative
помещаться_INFN,negative
графический_ADJF,negative
поддерживаться_INFN,negative
модем_NOUN,negative
увеличение_NOUN,negative
безумно_ADVB,negative
предложение_NOUN,negative
беспроводный_ADJF,negative
регулярно_ADVB,negative
ехать_INFN,negative
впринцип_NOUN,negative
вряд_ADVB,negative
тв_NOUN,negative
комфортный_ADJF,positive
середина_NOUN,negative
товар_NOUN,negative
хрипеть_INFN,negative
зелёный_ADJF,negative
дата_NOUN,negative
комфортно_ADVB,negative
деталь_NOUN,negative
розовый_ADJF,positive
бел_NOUN,negative
страшный_ADJF,negative
экземпляр_NOUN,negative
расход_NOUN,negative
браковать_INFN,negative
исправно_ADVB,negative
антенна_NOUN,negative
речь_NOUN,negative
поломка_NOUN,negative
зона_NOUN,negative
сбрасывать_INFN,negative
захотеться_INFN,negative
отрабатывать_INFN,negative
разряд_NOUN,negative
подтормаживание_NOUN,negative
путём_ADVB,negative
веб_NOUN,negative
посредственный_ADJF,negative
следствие_NOUN,negative
значительный_ADJF,positive
ограничение_NOUN,negative
согласный_NOUN,negative
ася_NOUN,negative
составлять_INFN,negative
гибкий_ADJF,negative
флагманский_ADJF,negative
придраться_INFN,negative
уверенно_ADVB,negative
прожить_INFN,negative
эпплый_ADJF,negative
смешно_ADVB,negative
контрастный_ADJF,negative
май_NOUN,negative
опция_NOUN,negative
круча_NOUN,negative
стильно_ADVB,negative
снизу_ADVB,negative
фоткаета_NOUN,negative
выпасть_INFN,negative
посидеть_INFN,negative
сонька_NOUN,negative
новенький_ADJF,negative
морально_ADVB,negative
орать_INFN,negative
появление_NOUN,negative
ноль_NOUN,negative
подключиться_INFN,negative
оценить_INFN,positive
лежалый_ADJF,negative
средненький_ADJF,negative
стоящий_ADJF,negative
годиться_INFN,positive
разочарование_NOUN,negative
ток_NOUN,negative
стараться_INFN,negative
брат_NOUN,negative
откровенно_ADVB,negative
страна_NOUN,negative
встречать_INFN,negative
сотня_NOUN,negative
сменный_ADJF,negative
расстояние_NOUN,negative
недочёт_NOUN,negative
рассказать_INFN,negative
эргономичный_ADJF,negative
ярлык_NOUN,negative
полететь_INFN,negative
скол_NOUN,negative
вечно_ADVB,negative
обалденный_ADJF,negative
перечисленный_ADJF,negative
редкий_ADJF,negative
плотно_ADVB,negative
повториться_INFN,negative
ярок_ADJS,negative
вводить_INFN,negative
руль_NOUN,negative
выигрывать_INFN,positive
менеджер_NOUN,negative
полёт_NOUN,negative
почувствовать_INFN,negative
выдерживать_INFN,negative
копейка_NOUN,negative
исправляться_INFN,positive
явный_ADJF,neutral
владеть_INFN,negative
конкретный_ADJF,negative
покупатель_NOUN,negative
тыща_NOUN,negative
всевозможный_ADJF,negative
ссылка_NOUN,negative
звуковой_ADJF,negative
проигрывание_NOUN,negative
квертеть_INFN,negative
полдень_NOUN,negative
пригодиться_INFN,positive
гаснуть_INFN,negative
чип_NOUN,negative
окончание_NOUN,negative
этаж_NOUN,negative
вибро_ADVB,negative
надежда_NOUN,positive
нести_INFN,negative
боков_NOUN,negative
примочка_NOUN,negative
стереться_INFN,negative
элементарный_ADJF,negative
онлайн_ADVB,negative
свежий_ADJF,positive
тройка_NOUN,negative
практичный_ADJF,positive
калькулятор_NOUN,negative
рада_NOUN,negative
мегафон_NOUN,negative
влиять_INFN,negative
мобильник_NOUN,negative
средство_NOUN,negative
фокусировка_NOUN,negative
безлимитный_ADJF,negative
выкидывать_INFN,negative
дюймовый_ADJF,negative
тормознуть_INFN,neutral
кусок_NOUN,negative
пакетный_ADJF,negative
разрядиться_INFN,positive
мобила_NOUN,negative
слетать_INFN,negative
сломать_INFN,negative
нехватка_NOUN,negative
починить_INFN,negative
отдавать_INFN,negative
закачивать_INFN,negative
тепло_ADVB,negative
нуть_INFN,negative
перезагрузить_INFN,negative
точность_NOUN,positive
разумный_ADJF,positive
переносить_INFN,negative
продаваться_INFN,negative
повторяться_INFN,negative
значение_NOUN,negative
серьёзно_ADVB,negative
поискать_INFN,negative
кореец_NOUN,negative
представить_INFN,negative
устроить_INFN,negative
удивление_NOUN,negative
посадить_INFN,negative
представлять_INFN,negative
спать_INFN,negative
билайн_NOUN,negative
запасный_ADJF,negative
поставка_NOUN,negative
держатель_NOUN,negative
удивлённый_ADJF,negative
цифровой_ADJF,negative
ввести_INFN,negative
боковой_NOUN,negative
смириться_INFN,negative
провести_INFN,negative
защитить_INFN,negative
равный_ADJF,negative
забитый_ADJF,negative
цель_NOUN,negative
виртуальный_ADJF,negative
жёстко_ADVB,negative
труба_NOUN,negative
никуда_ADVB,negative
фотографирование_NOUN,negative
лицевой_ADJF,negative
потеряться_INFN,negative
продержаться_INFN,negative
подобрать_INFN,negative
задуматься_INFN,negative
фактически_ADVB,negative
сохранять_INFN,negative
конструкция_NOUN,negative
нокий_NOUN,negative
наворотить_INFN,negative
зазор_NOUN,negative
периодический_ADJF,negative
многое_ADJF,negative
четвёрка_NOUN,negative
график_NOUN,negative
регулировка_NOUN,negative
офисный_ADJF,negative
желательно_ADVB,negative
указать_INFN,negative
встречаться_INFN,negative
правый_NOUN,positive
красить_INFN,positive
полно_ADVB,negative
понадобиться_INFN,negative
отправка_NOUN,negative
проблематично_ADVB,negative
пауза_NOUN,negative
изредка_ADVB,negative
париться_INFN,negative
распознать_INFN,negative
определяться_INFN,negative
маршрут_NOUN,negative
корейский_ADJF,negative
автомобиль_NOUN,negative
привести_INFN,negative
апрель_NOUN,negative
перенести_INFN,negative
выполнить_INFN,negative
товарищ_NOUN,negative
выручать_INFN,negative
заниматься_INFN,negative
район_NOUN,negative
повышенный_ADJF,negative
шикарно_ADVB,negative
способный_ADJF,negative
выскользнуть_INFN,negative
видеокамера_NOUN,negative
убирать_INFN,negative
неудачный_ADJF,negative
гарнитура_NOUN,negative
приобретать_INFN,negative
скачивание_NOUN,negative
проверка_NOUN,negative
оригинал_NOUN,neutral
поражать_INFN,negative
добротный_ADJF,negative
чувство_NOUN,negative
подглючивать_INFN,negative
существовать_INFN,negative
кэш_NOUN,negative
универсальный_ADJF,positive
шататься_INFN,negative
верх_NOUN,negative
полазить_INFN,negative
называться_INFN,negative
линия_NOUN,negative
расширение_NOUN,negative
глупо_ADVB,negative
предмет_NOUN,negative
сэкономить_INFN,negative
нюанс_NOUN,negative
ошибиться_INFN,negative
потребность_NOUN,negative
файловый_ADJF,negative
напоминать_INFN,negative
мама_NOUN,negative
команда_NOUN,negative
облазить_INFN,negative
подруга_NOUN,negative
ясно_ADVB,negative
пахать_INFN,negative
называть_INFN,negative
мягко_ADVB,negative
золотой_ADJF,negative
айса_NOUN,negative
ощутимо_ADVB,negative
весить_INFN,negative
игровой_ADJF,negative
вздуться_INFN,negative
потребитель_NOUN,neutral
светодиодный_ADJF,negative
симб_NOUN,negative
толстый_ADJF,neutral
плюшка_NOUN,negative
встать_INFN,negative
переключать_INFN,negative
молодец_NOUN,negative
обратный_ADJF,negative
незнать_INFN,negative
вызвать_INFN,negative
ручной_ADJF,negative
трогать_INFN,negative
листать_INFN,negative
насколько_ADVB,negative
забить_INFN,negative
простить_INFN,negative
социальный_ADJF,negative
монитор_NOUN,negative
подходящий_ADJF,positive
строгий_ADJF,positive
анимация_NOUN,negative
баланс_NOUN,negative
намёк_NOUN,negative
придираться_INFN,negative
украсть_INFN,negative
влюбиться_INFN,positive
частность_NOUN,negative
возвращаться_INFN,negative
забивать_INFN,negative
ребристый_ADJF,negative
суперский_NOUN,positive
автоповорот_NOUN,negative
самопроизвольный_ADJF,negative
естественный_ADJF,positive
джинсы_NOUN,negative
ободок_NOUN,negative
светлый_ADJF,positive
заморачиваться_INFN,negative
сохранить_INFN,negative
моделька_NOUN,negative
событие_NOUN,negative
фактор_NOUN,negative
ориентация_NOUN,negative
кошмар_NOUN,negative
компактность_NOUN,negative
справиться_INFN,negative
антивирус_NOUN,negative
олеофобный_ADJF,negative
щелчок_NOUN,negative
удаление_NOUN,negative
дождь_NOUN,negative
обмен_NOUN,negative
откликаться_INFN,negative
горизонтальный_ADJF,negative
эриксон_NOUN,negative
общаться_INFN,negative
недоработка_NOUN,negative
символ_NOUN,negative
отображать_INFN,negative
начинаться_INFN,negative
перевод_NOUN,negative
улучшить_INFN,positive
великолепно_ADVB,negative
точный_ADJF,positive
десятка_NOUN,negative
рингтон_NOUN,negative
стойкий_ADJF,positive
ездить_INFN,negative
класть_INFN,negative
ничуть_ADVB,negative
зеркалка_NOUN,negative
привычный_ADJF,negative
откуда_ADVB,negative
комната_NOUN,negative
автомобильный_ADJF,negative
конвертировать_INFN,negative
присмотреться_INFN,negative
юзал_NOUN,negative
очевидный_ADJF,negative
избавиться_INFN,negative
сгореть_INFN,negative
сон_NOUN,negative
подлагивать_INFN,negative
делаться_INFN,negative
флэш_NOUN,negative
невероятно_ADVB,negative
станция_NOUN,negative
база_NOUN,negative
январь_NOUN,negative
вечный_ADJF,negative
мерка_NOUN,negative
отвалиться_INFN,negative
небыть_INFN,negative
жирный_ADJF,neutral
антут_NOUN,negative
подогнать_INFN,negative
поехать_INFN,negative
закончиться_INFN,negative
вытаскивание_NOUN,negative
заплатить_INFN,negative
замерзать_INFN,neutral
плитка_NOUN,negative
последствие_NOUN,negative
сойти_INFN,positive
идеал_NOUN,negative
сюда_ADVB,negative
строка_NOUN,negative
мультимедийный_ADJF,negative
написание_NOUN,negative
влитой_ADJF,negative
копия_NOUN,negative
убедиться_INFN,negative
красота_NOUN,positive
потёртость_NOUN,negative
блок_NOUN,negative
фоткать_INFN,negative
гелаксить_INFN,negative
дотягивать_INFN,negative
новость_NOUN,negative
столкнуться_INFN,negative
звезда_NOUN,negative
пластмасса_NOUN,negative
кривой_NOUN,negative
градус_NOUN,negative
энергопотребление_NOUN,negative
перепрошивать_INFN,negative
айтюнс_NOUN,negative
перенос_NOUN,negative
нексус_NOUN,negative
заполнить_INFN,negative
закачка_NOUN,negative
устранить_INFN,negative
отображение_NOUN,negative
субъективный_ADJF,negative
цветовой_ADJF,negative
разобрать_INFN,negative
горячий_ADJF,positive
воспринимать_INFN,negative
накопитель_NOUN,negative
сфотографировать_INFN,negative
сравнительно_ADVB,negative
официально_ADVB,negative
соответствующий_ADJF,negative
улучшение_NOUN,positive
слава_NOUN,negative
миллион_NOUN,negative
выясниться_INFN,negative
дополнительно_ADVB,negative
субъективно_ADVB,negative
сравнимый_ADJF,negative
сложность_NOUN,neutral
заточить_INFN,negative
видеоплеер_NOUN,negative
силиконовый_ADJF,negative
слететь_INFN,negative
доходить_INFN,negative
позволить_INFN,negative
вплоть_ADVB,negative
получение_NOUN,negative
яблофон_NOUN,negative
щас_ADVB,negative
протянуть_INFN,negative
ускоритель_NOUN,negative
отзываться_INFN,negative
стабилизация_NOUN,positive
лаунчер_NOUN,negative
гэлэксить_INFN,negative
вываливаться_INFN,negative
поразить_INFN,negative
борт_NOUN,negative
ценник_NOUN,negative
распознавание_NOUN,negative
запрос_NOUN,negative
некачественный_ADJF,negative
описывать_INFN,negative
толь_NOUN,negative
потянуть_INFN,positive
нужда_NOUN,negative
глянец_NOUN,negative
начитаться_INFN,negative
внимательно_ADVB,negative
плей_NOUN,negative
накрыться_INFN,negative
кидать_INFN,negative
чистить_INFN,negative
скинуть_INFN,negative
разбитый_ADJF,negative
дальнейший_ADJF,negative
произвести_INFN,negative
базовый_ADJF,negative
ващий_ADJF,negative
тугой_ADJF,negative
страдать_INFN,negative
дополнение_NOUN,negative
февраль_NOUN,negative
горилла_NOUN,negative
подряд_ADVB,negative
выпирать_INFN,negative
следить_INFN,negative
дробный_ADJF,negative
солидный_ADJF,positive
сбросить_INFN,negative
шок_NOUN,negative
спорный_ADJF,negative
выставить_INFN,negative
лихва_NOUN,negative
текущий_ADJF,negative
близко_ADVB,negative
зависимость_NOUN,neutral
глонасс_NOUN,negative
ограниченный_ADJF,negative
сниматься_INFN,negative
электронный_ADJF,negative
типо_ADVB,negative
срочно_ADVB,negative
доставлять_INFN,negative
отказать_INFN,negative
путь_NOUN,negative
оповещение_NOUN,negative
довести_INFN,negative
ширина_NOUN,negative
тусклый_ADJF,negative
остановить_INFN,negative
заслуживать_INFN,positive
сбалансированный_ADJF,positive
смешной_ADJF,positive
чудесный_ADJF,positive
едва_ADVB,negative
адекватно_ADVB,negative
недостаточный_ADJF,negative
бюджетник_NOUN,negative
отсюда_ADVB,negative
заглушка_NOUN,negative
нафиг_NOUN,negative
рукописный_ADJF,negative
физический_ADJF,negative
август_NOUN,negative
вначале_ADVB,negative
щёлкать_INFN,negative
область_NOUN,negative
помеха_NOUN,negative
соцсеть_NOUN,negative
несомненно_ADVB,negative
бюджет_NOUN,negative
поработать_INFN,negative
проявляться_INFN,negative
роль_NOUN,negative
замедлить_INFN,negative
удивительно_ADVB,negative
ми_NOUN,negative
плат_NOUN,negative
обмылок_NOUN,negative
перегрев_NOUN,negative
воткнуть_INFN,negative
вверх_ADVB,negative
слабо_ADVB,negative
переодичёска_NOUN,negative
прелесть_NOUN,positive
заранее_ADVB,negative
раздел_NOUN,negative
мыло_NOUN,negative
случайный_ADJF,negative
заканчивать_INFN,negative
надёжно_ADVB,negative
крепко_ADVB,negative
помешать_INFN,neutral
ремонтировать_INFN,negative
элемент_NOUN,negative
монт_NOUN,negative
торможение_NOUN,negative
пол_NOUN,negative
местами_ADVB,negative
плейер_NOUN,negative
отпасть_INFN,negative
описание_NOUN,negative
поклонник_NOUN,negative
прогресс_NOUN,negative
обрезать_INFN,negative
чуткий_ADJF,positive
снег_NOUN,negative
наклейка_NOUN,negative
научиться_INFN,negative
дружить_INFN,positive
мегабайт_NOUN,negative
нисколько_ADVB,negative
залить_INFN,negative
нога_NOUN,negative
несущественный_ADJF,negative
лень_NOUN,negative
галочка_NOUN,negative
запчасть_NOUN,negative
круг_NOUN,negative
жуткий_ADJF,negative
вьетнам_NOUN,negative
метод_NOUN,negative
солидно_ADVB,negative
окончательно_ADVB,negative
пугать_INFN,negative
смущать_INFN,negative
объяснить_INFN,negative
пустой_ADJF,neutral
управляться_INFN,negative
грязь_NOUN,negative
облезать_INFN,negative
засунуть_INFN,negative
контент_NOUN,negative
терпимо_ADVB,negative
превосходить_INFN,negative
маркетинговый_ADJF,negative
российский_ADJF,negative
расставаться_INFN,negative
великоватый_ADJF,negative
автояркость_NOUN,negative
сяомь_NOUN,negative
расти_VERB,negative
плейлист_NOUN,negative
собирать_INFN,negative
фига_NOUN,negative
тихо_ADVB,negative
гореть_INFN,negative
агрегат_NOUN,negative
знакомство_NOUN,negative
вспомнить_INFN,negative
бережно_ADVB,negative
лошадка_NOUN,negative
альбом_NOUN,negative
читаться_INFN,negative
хвалить_INFN,positive
нуль_NOUN,negative
долгоиграющий_ADJF,negative
глубокий_ADJF,positive
знак_NOUN,negative
летний_ADJF,negative
изучить_INFN,negative
бумажка_NOUN,negative
царапать_INFN,negative
затычка_NOUN,negative
твиттереть_INFN,negative
писаться_INFN,negative
квартира_NOUN,negative
ручка_NOUN,negative
повестись_INFN,negative
пасть_INFN,negative
дважды_ADVB,negative
постепенно_ADVB,negative
простенький_ADJF,neutral
кейс_NOUN,negative
развлечение_NOUN,negative
ругать_INFN,negative
светов_NOUN,negative
частично_ADVB,negative
доживать_INFN,negative
грань_NOUN,negative
венгрия_NOUN,negative
стереодинамика_NOUN,negative
дикий_ADJF,neutral
перелистывание_NOUN,negative
копировать_INFN,negative
протирать_INFN,negative
вперёд_ADVB,negative
приводить_INFN,negative
спрашивать_INFN,negative
поговорить_INFN,negative
подсказать_INFN,negative
достаток_NOUN,positive
корявый_ADJF,negative
черта_NOUN,negative
народ_NOUN,negative
палочка_NOUN,negative
замечание_NOUN,negative
мода_NOUN,negative
скрепить_INFN,negative
отдыхать_INFN,negative
помощник_NOUN,positive
комплектный_ADJF,negative
строго_ADVB,negative
шик_NOUN,positive
острый_ADJF,positive
